timestamp,open,high,low,close,volume
2025-04-15,546.8000,551.1536,465.5900,517.3800,42599916
2025-03-31,577.3300,582.2300,517.7100,548.1200,65691815
2025-02-28,552.6400,576.4300,551.0700,576.3100,43545934
2025-01-31,529.1900,576.9400,499.9200,555.4300,57393823
2024-12-31,532.9300,537.7000,518.1700,526.5700,53020839
2024-11-29,500.4400,535.7700,498.5300,532.9400,53190927
2024-10-31,497.2600,527.9000,489.6800,499.5900,52689609
2024-09-30,482.4700,501.8000,473.1101,493.8000,50821917
2024-08-30,465.4600,485.7400,439.5901,483.3400,46818941
2024-07-31,440.8000,474.0000,428.8600,463.7100,59951348
2024-06-28,443.4800,463.0700,437.8850,441.1600,49532959
2024-05-31,445.8000,464.9300,436.9000,447.0700,55547125
2024-04-30,480.6600,483.3000,450.8800,451.2000,50384529
2024-03-28,474.9100,490.0000,464.6200,481.5700,45479432
2024-02-29,455.0000,479.1400,450.1200,474.7600,49122346
2024-01-31,424.0900,462.0000,416.5300,449.2300,54145901
2023-12-29,412.8900,428.3600,404.3150,426.5100,50488386
2023-11-30,378.6700,414.1600,375.0400,413.8300,51321264
2023-10-31,393.6000,405.3400,359.7700,376.3500,59703927
2023-09-29,413.8400,418.6000,391.4800,395.9100,46028613
2023-08-31,393.7800,417.7770,386.4200,412.6400,46910074
2023-07-31,391.3400,405.1900,387.1300,394.2800,50764724
2023-06-30,367.1600,395.1700,365.8450,393.3000,61953208
2023-05-31,380.4900,392.2000,357.8500,365.0200,65034153
2023-04-28,362.6100,381.9300,355.9700,380.0300,47166966
2023-03-31,354.0000,369.1500,340.2100,363.4100,68442857
2023-02-28,368.5700,380.4700,349.5900,355.2900,45192096
2023-01-31,349.9600,390.0000,343.9400,370.6000,65447151
2022-12-30,357.9900,369.2600,336.4300,347.7300,50710037
2022-11-30,332.2200,356.4000,308.6000,356.4000,56179774
2022-10-31,287.8500,331.8000,276.8700,328.1800,68697681
2022-09-30,323.8100,339.4800,281.6900,284.3400,60088754
2022-08-31,347.8100,361.9500,324.2800,324.3700,54862345
2022-07-29,314.1000,356.8000,309.4550,353.7900,51926173
2022-06-30,358.2000,368.3100,303.6500,315.4800,65072588
2022-05-31,363.0000,369.2400,312.7700,357.8700,75027847
2022-04-29,359.2200,381.9700,342.8700,363.3800,68736214
2022-03-31,357.8500,370.7600,305.6050,357.3800,97502965
2022-02-28,385.7600,399.9200,341.3149,360.8200,91243761
2022-01-31,359.7900,386.5500,330.5900,386.3800,115446664
2021-12-31,320.7800,364.6500,306.0000,359.3200,90416897
2021-11-30,335.2500,371.1300,310.1100,314.9200,132988976
2021-10-29,349.8300,367.3499,328.8700,335.5200,89791980
2021-09-30,347.3800,362.5899,335.6200,347.6800,86591399
2021-08-31,389.3000,389.9800,344.6800,346.2300,75319779
2021-07-30,366.0500,395.2800,363.3650,385.9400,70852071
2021-06-30,364.4800,380.9200,359.5400,365.0900,69360744
2021-05-28,385.4700,386.8650,355.3700,360.5800,66249181
2021-04-30,357.0400,401.5000,355.2400,382.0600,63238275
2021-03-31,360.6800,389.5000,344.6760,356.0500,103399213
2021-02-26,320.9100,368.7900,317.5800,353.8500,80077997
2021-01-29,358.0000,358.1250,312.3800,316.2900,94821378
2020-12-31,339.6700,359.4100,325.5300,356.9400,74195740
2020-11-30,294.2400,357.0000,288.1200,336.5100,77333212
2020-10-30,342.2400,355.0000,281.2000,288.6400,83282963
2020-09-30,357.7100,361.6000,320.8100,338.1700,78157591
2020-08-31,311.0000,367.2500,309.3000,358.1900,73162457
2020-07-31,295.9600,317.2400,288.6500,308.5300,81646996
2020-06-30,300.8000,316.0600,285.1500,295.7000,90051514
2020-05-29,268.7000,310.0000,263.0100,300.8900,89072601
2020-04-30,230.9400,285.0000,227.1000,274.9700,140346895
2020-03-31,298.8900,314.5900,199.9900,241.5600,213092350
2020-02-28,318.8000,347.2500,273.5500,290.2500,106212105
2020-01-31,300.4600,327.0900,296.0200,315.9400,81391722
2019-12-31,290.5900,301.5300,281.5000,298.5900,57810068
2019-11-29,279.0000,293.0000,268.4200,292.2300,61941778
2019-10-31,271.4900,280.4400,258.5100,276.8100,80273740
2019-09-30,279.9900,293.6900,266.6100,271.5700,79164008
2019-08-30,273.9300,282.9600,253.9000,281.3700,77381651
2019-07-31,269.9900,283.3300,264.8700,272.2700,62248094
2019-06-28,251.8000,269.8500,240.2500,264.5300,76232162
2019-05-31,254.9000,258.8600,239.9600,251.4900,85032644
2019-04-30,238.3000,257.4300,233.1200,254.2400,65397625
2019-03-29,226.8800,237.0800,215.9300,235.4500,65956468
2019-02-28,211.9900,225.6000,211.2000,224.7700,62001686
2019-01-31,185.8300,212.9700,180.9800,211.1300,90428656
2018-12-31,206.0100,209.9100,171.8900,188.6500,100285779
2018-11-30,198.8900,208.8600,177.4000,201.0700,92166101
2018-10-31,224.8400,225.3500,183.7500,197.6700,126423572
2018-09-28,215.6800,224.3600,209.7000,222.6100,60647188
2018-08-31,199.2700,215.8600,197.8700,215.5600,61785017
2018-07-31,195.7400,214.2800,194.7500,198.0000,72080746
2018-06-29,192.0300,204.0000,191.9000,196.5200,67718503
2018-05-31,178.2700,194.7200,176.9100,190.1200,80297845
2018-04-30,174.6400,180.0000,167.9400,178.2700,82958991
2018-03-29,176.3500,183.7300,168.5500,175.1600,79202783
2018-02-28,172.5100,179.1700,156.8000,175.7600,95250905
2018-01-31,152.0100,170.8100,151.1200,169.0000,65933051
2017-12-29,150.4000,154.6500,140.6100,151.3600,64504555
2017-11-30,149.9500,154.6500,145.2800,150.4700,69323858
2017-10-31,141.9000,152.0000,141.3200,148.7700,69790714
2017-09-29,133.8400,143.5900,131.6800,141.2000,75098940
2017-08-31,128.6600,134.5000,127.5900,133.3000,56569720
2017-07-31,122.2500,132.1989,120.6500,127.8000,63628111
2017-06-30,122.8000,126.1900,119.8900,121.4500,72655390
2017-05-31,116.5400,122.9800,115.5500,122.8800,72583030
2017-04-28,112.7000,117.3700,111.0100,116.3200,49523703
2017-03-31,111.4200,113.5000,110.1300,112.4700,65076456
2017-02-28,106.6300,111.0000,104.0100,110.4600,62917415
2017-01-31,104.4100,111.0700,104.1100,106.3300,68393544
2016-12-30,102.3300,105.7100,99.5100,103.2500,73668781
2016-11-30,107.0000,107.1400,100.3600,102.2000,89458966
2016-10-31,101.3900,108.9300,99.7800,107.0200,79315405
2016-09-30,96.6700,102.3100,96.5100,101.7700,80439813
2016-08-31,95.2300,97.1900,94.4100,96.6300,64306473
2016-07-29,89.1600,96.5000,86.6500,95.2400,100886421
2016-06-30,95.5900,97.9900,87.5900,88.0600,100059919
2016-05-31,97.1500,97.9400,94.0801,95.9000,58041194
2016-04-29,93.6500,100.0000,93.0400,96.9900,85145826
2016-03-31,87.7700,94.9400,85.9300,94.5000,85475783
2016-02-29,88.5200,89.2000,78.5200,86.9200,101649268
2016-01-29,95.3700,95.8300,81.0000,89.0300,130546491
2015-12-31,98.2100,100.8000,94.5000,97.3600,76718259
2015-11-30,98.9000,101.7600,96.5000,97.9200,73092165
2015-10-30,90.5700,101.6500,88.9200,98.9900,82243214
2015-09-30,90.2000,94.8400,88.0150,90.1200,99724861
2015-08-31,97.7400,99.1800,74.6100,92.3700,91684180
2015-07-31,94.4700,98.8200,92.1300,97.4000,95962448
2015-06-30,92.4000,96.3100,91.2950,93.4800,74508928
2015-05-29,90.3600,94.5000,89.9600,92.2600,77508589
2015-04-30,86.7300,93.5900,85.3700,90.2100,98370633
2015-03-31,89.5600,92.9500,86.3900,86.3900,102877780
2015-02-27,81.7100,93.0000,80.5800,90.1300,105919974
2015-01-30,86.6800,87.3643,79.8200,82.0300,109165806
2014-12-31,86.5600,89.8700,82.0500,86.1600,92838649
2014-11-28,83.8200,87.8900,82.7000,87.2900,79121079
2014-10-31,73.8200,84.8300,69.6400,83.7500,146775620
2014-09-30,75.9300,78.3700,73.7900,73.9200,94404343
2014-08-29,73.8400,77.8500,73.6500,75.8100,65450496
2014-07-31,74.2000,79.2200,73.8100,74.1500,97352100
2014-06-30,76.7700,77.8768,72.4500,73.4700,96035300
2014-05-30,75.5700,77.8900,72.5200,76.4500,89928000
2014-04-30,75.2500,75.5499,68.6800,73.5500,146992700
2014-03-31,76.5300,79.8300,72.3500,74.7000,125655600
2014-02-28,76.0500,78.6690,72.1100,77.7200,129614900
2014-01-31,837.4100,847.4800,71.7500,75.6800,89062480
2013-12-31,760.8100,839.3800,744.0600,835.4600,16193300
2013-11-29,723.9500,765.1500,719.6300,760.8100,8992300
