timestamp,open,high,low,close,volume
2025-04-15,210.5200,212.1500,164.3900,176.8000,120550826
2025-03-31,209.9800,218.6600,196.4900,209.5200,148289779
2025-02-28,183.1800,209.6000,182.1500,209.0300,111887145
2025-01-31,178.6600,191.7700,168.0600,183.9000,124383369
2024-12-31,182.2750,183.5100,170.2100,177.7000,121132910
2024-11-29,204.3700,206.1500,163.8100,182.9300,155249613
2024-10-31,197.6500,207.3200,185.8900,203.8700,115797800
2024-09-30,196.1400,199.9500,189.6150,197.4800,95318144
2024-08-30,187.7700,198.3000,183.0400,196.3100,99313930
2024-07-31,171.2700,187.7100,163.5200,185.3200,111035758
2024-06-28,160.0000,173.4100,158.8300,171.5200,117450934
2024-05-31,162.0900,166.4900,153.5800,161.2400,116379623
2024-04-30,181.8800,181.9000,157.6500,162.6400,122171371
2024-03-28,176.0500,182.8900,175.7300,182.1000,129467932
2024-02-29,163.7000,179.8900,162.6700,176.0500,105998974
2024-01-31,154.9000,167.9500,154.7704,164.4000,112731115
2023-12-29,142.5400,155.8900,142.2801,154.9700,109325311
2023-11-30,141.8600,143.9500,135.8500,142.3900,111388656
2023-10-31,148.4700,150.4000,136.0300,141.1800,110955352
2023-09-29,147.3600,154.8800,143.7400,149.0600,85059957
2023-08-31,150.0000,153.6000,145.9400,146.9600,89768321
2023-07-31,134.0000,151.7600,132.7000,149.5800,119863991
2023-06-30,135.2600,139.6700,130.9601,134.7300,135189166
2023-05-31,150.8400,155.0200,135.2500,137.9600,120201771
2023-04-28,158.2500,166.2000,147.1600,151.1200,98825274
2023-03-31,152.7600,159.7000,146.5750,159.3700,153989811
2023-02-28,146.6300,154.7450,143.4400,153.9000,119527203
2023-01-31,162.0400,168.1100,144.4100,147.7500,119769796
2022-12-30,161.0000,167.7500,159.8200,161.6100,102509521
2022-11-30,146.6600,161.1800,143.0300,161.1800,113847877
2022-10-31,135.8800,153.9900,135.3058,146.4000,114547120
2022-09-30,134.6400,145.5400,134.0900,134.2100,125265425
2022-08-31,141.5100,143.9800,134.1700,134.4600,109508278
2022-07-29,153.0800,155.2500,139.0500,143.5100,116519638
2022-06-30,147.7900,156.6200,135.7600,153.1600,132594299
2022-05-31,146.6500,156.8900,143.4400,147.3700,143481531
2022-04-29,162.1500,175.9100,139.9300,146.8800,178745398
2022-03-31,147.6700,164.6590,146.2100,162.1100,150829420
2022-02-28,137.3700,150.3600,133.0500,147.7700,164140888
2022-01-31,135.4100,138.3000,128.2600,136.8900,168301644
2021-12-31,115.7800,136.8300,115.6000,135.4000,149689413
2021-11-30,115.2500,119.3300,113.5700,115.2800,110962762
2021-10-29,108.2500,114.9200,106.8600,114.6700,137405538
2021-09-30,121.0000,121.5300,105.5600,107.8700,210525485
2021-08-31,116.8900,121.4000,112.9200,120.7800,119733215
2021-07-30,112.9500,119.1500,112.8900,116.3000,120210275
2021-06-30,113.7000,116.9900,110.6500,112.6400,125324817
2021-05-28,112.4000,118.2800,111.5900,113.2000,151432684
2021-04-30,108.9200,112.6100,104.1700,111.5000,134588899
2021-03-31,108.5300,111.0800,102.0500,108.2200,168030371
2021-02-26,103.0000,110.2700,101.8600,107.7400,141831911
2021-01-29,107.1800,113.4100,101.8117,102.4800,147712852
2020-12-31,105.0500,109.1500,101.5478,107.1500,142797150
2020-11-30,86.0300,105.8000,86.0000,104.5800,202165468
2020-10-30,88.1700,88.8000,79.1101,85.1000,171550035
2020-09-30,95.5200,95.9200,85.3200,87.5900,165933331
2020-08-31,95.1900,97.4200,91.7800,95.7700,135946804
2020-07-31,98.5000,101.2800,93.5500,94.9100,142070249
2020-06-30,92.0500,99.3500,89.6000,98.1800,187430663
2020-05-29,81.9500,93.6600,80.5000,92.6700,272446683
2020-04-30,72.1200,85.9700,71.4300,82.2000,204672429
2020-03-31,86.0000,91.8600,62.5500,76.1900,368052041
2020-02-28,81.3100,97.8600,80.9200,85.7100,204643938
2020-01-31,89.0800,90.2900,80.4100,81.0200,191549416
2019-12-31,87.8400,91.9900,85.5900,88.5400,141829998
2019-11-29,80.0300,90.4100,79.1300,87.7300,162856799
2019-10-31,75.8900,79.7900,71.5700,79.5500,165129444
2019-09-30,65.7800,76.4400,64.4400,75.7200,167829742
2019-08-30,66.9300,68.4600,62.6600,65.7400,190272201
2019-07-31,73.5000,74.9700,65.6300,66.6200,245440413
2019-06-28,76.6300,79.3400,65.0600,72.7200,258341384
