timestamp,open,high,low,close,volume
2025-04-15,313.0800,319.7200,290.5000,312.4800,60056852
2025-03-31,308.1100,326.3200,295.7100,312.3700,78071953
2025-02-28,287.0200,314.5500,284.1900,308.3300,68121163
2025-01-31,290.9500,295.7625,276.5300,288.7000,60390392
2024-12-31,293.5000,303.7971,288.5800,289.8900,62469285
2024-11-29,294.5100,303.8100,283.4600,296.0100,60926262
2024-10-31,304.5100,317.9000,289.8400,292.1100,98391798
2024-09-30,286.3600,306.9600,283.7100,304.5100,54826269
2024-08-30,266.8200,292.2100,262.4000,288.6600,75094278
2024-07-31,254.8300,267.6700,243.5300,265.4000,90743305
2024-06-28,257.9300,263.0900,249.3500,254.8400,73964029
2024-05-31,271.3800,276.7400,249.1600,258.8900,76373491
2024-04-30,281.5000,281.5500,262.6300,273.0400,79372211
2024-03-28,291.3900,296.3550,277.1700,281.9500,63904302
2024-02-29,291.7000,298.7400,281.5400,292.2800,66474442
2024-01-31,295.0500,302.3900,287.2000,292.7200,63832487
2023-12-29,283.2500,296.8500,283.0000,296.5100,59240647
2023-11-30,263.0000,283.9000,259.8350,281.8400,60947245
2023-10-31,262.0000,263.6900,245.7300,262.1700,78821108
2023-09-29,282.5400,285.6000,261.7500,263.4400,50648692
2023-08-31,293.0000,293.9100,278.6750,281.1500,51988692
2023-07-31,297.7900,299.3500,289.5000,293.2000,46831888
2023-06-30,284.9200,299.1000,280.0000,298.4100,53054939
2023-05-31,295.7200,298.8600,283.3500,285.1100,51674802
2023-04-28,280.9900,296.1800,279.6800,295.7500,50687451
2023-03-31,262.5400,280.6350,260.3700,279.6100,61784423
2023-02-28,267.0200,270.4800,260.1900,263.9100,54147768
2023-01-31,263.5300,275.3873,259.5100,267.4000,54161409
2022-12-30,273.1600,279.9000,261.4000,263.5300,53149195
2022-11-30,273.6900,281.6700,266.3400,272.7900,68990852
2022-10-31,233.5200,274.8100,231.7050,272.6600,68888666
2022-09-30,251.8200,261.4000,230.5800,230.7400,59795574
2022-08-31,262.5400,267.9700,252.2000,252.2800,48193462
2022-07-29,246.3500,264.3505,246.0000,263.3700,48681482
2022-06-30,253.1900,253.4158,232.1700,246.8800,60829748
2022-05-31,250.8600,254.7800,228.3400,252.2100,65018099
2022-04-29,248.1200,259.6050,242.3800,249.1600,52050344
2022-03-31,242.3000,251.3500,217.6750,247.2800,91733068
2022-02-28,259.7500,262.8800,239.6100,244.7700,58059134
2022-01-31,269.4900,271.1500,245.2500,259.4500,64352665
2021-12-31,245.7600,269.7198,244.1100,268.0700,58794785
2021-11-30,245.8000,257.7900,243.9500,244.6000,51037339
2021-10-29,243.0700,249.9500,236.1400,245.5500,57993293
2021-09-30,237.8800,248.9000,235.9500,241.1100,55924429
2021-08-31,244.2400,244.6760,233.0500,237.4600,45175560
2021-07-30,231.4100,247.0500,226.4200,242.7100,53580936
2021-06-30,235.9800,237.8099,228.8200,230.9900,52578887
2021-05-28,237.9900,238.1800,227.5700,233.8900,48942524
2021-04-30,224.6700,236.2900,223.2760,236.0800,52203936
2021-03-31,207.3500,227.8750,202.7300,224.1400,84411007
2021-02-26,208.4800,217.3100,206.1400,206.1400,57223594
2021-01-29,214.4900,216.1200,203.1100,207.8400,64180595
2020-12-31,218.8800,218.9300,206.1900,214.5800,72704610
2020-11-30,215.8800,227.8477,207.1700,217.4400,69731503
2020-10-30,221.5900,231.9100,209.9050,213.0000,53958755
2020-09-30,210.8400,226.7200,210.5816,219.4900,63013285
2020-08-31,194.3300,216.7100,193.5900,213.5200,56717446
2020-07-31,184.9500,202.5200,182.6200,194.2800,67352223
2020-06-30,186.7100,202.7300,178.8800,184.4700,85727511
2020-05-29,184.0000,190.6600,167.8500,186.3200,80294191
2020-04-30,160.2200,190.4100,155.0000,187.5600,106483760
2020-03-31,193.8100,207.1600,124.2300,165.3500,179562236
2020-02-28,214.9900,218.3900,188.8100,194.1700,69338416
2020-01-31,198.0000,217.1000,197.8100,213.9700,77285848
2019-12-31,195.3800,199.0000,192.3500,197.6100,60775605
2019-11-29,197.7800,197.9700,187.5500,194.4800,92616114
2019-10-31,211.1300,213.4700,191.5000,196.7000,100716056
2019-09-30,217.9300,220.8400,207.3300,214.7100,64783362
2019-08-30,211.1800,221.9300,209.4300,217.9700,63755907
2019-07-31,208.8600,218.9600,206.1900,210.7200,58778261
2019-06-28,198.3600,207.9900,197.3200,207.6600,63765552
2019-05-31,195.8700,201.1500,193.3200,198.2700,58589823
2019-04-30,190.5000,200.0000,186.7000,197.5700,53514376
2019-03-29,184.5900,190.5200,178.2700,189.9000,63643209
2019-02-28,179.5500,184.7100,173.4100,183.8400,76828941
2019-01-31,175.4100,189.4200,174.1700,178.7800,80007319
2018-12-31,188.1000,188.4200,169.0400,177.5700,75800038
2018-11-30,176.6700,190.8800,174.0000,188.5100,77563165
2018-10-31,168.3700,178.9600,161.8200,176.9000,105093759
2018-09-28,161.8100,167.8300,156.5600,167.2900,70751416
2018-08-31,156.5700,163.3400,153.1300,162.2300,68788970
2018-07-31,155.9900,160.9800,154.7100,157.5400,70670147
2018-06-29,159.9000,171.5600,155.1000,156.6900,94967364
2018-05-31,166.3800,167.3000,159.0800,160.0100,71237678
2018-04-30,158.2700,167.9500,155.0100,167.4400,89383028
2018-03-29,157.8000,163.2300,146.8400,156.3800,107212984
2018-02-28,170.2700,173.5400,153.8600,157.7400,104508120
